X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5.1,3.1,oct,tue,87.7,52.2,103.9,4.9,11.0,46.0,5.8,-0.0,37.0
6.8,5.6,nov,mon,91.8,133.6,520.5,7.9,14.3,58.0,3.8,0.0,0.1
2.0,4.4,dec,fri,91.2,88.2,731.9,8.1,22.9,46.0,3.8,0.1,5.0
5.7,3.2,sep,sun,87.9,24.9,41.7,3.9,10.8,63.9,3.0,0.1,3.1
5.3,4.9,nov,mon,95.2,141.4,605.9,17.6,20.4,58.2,1.1,0.1,0.1
3.0,8.9,nov,mon,92.0,152.7,658.0,14.4,20.3,47.1,3.9,-0.2,3.1
2.0,7.1,aug,wed,92.0,111.3,654.2,9.7,20.3,35.0,4.0,0.1,1.7
8.5,7.7,jun,wed,90.1,68.6,355.2,7.3,24.8,29.1,2.3,0.3,1.2
7.6,7.4,jun,wed,90.7,126.5,686.5,6.9,21.0,41.9,2.3,0.2,7.4
3.3,2.8,jul,fri,69.1,2.5,15.4,0.7,17.5,23.9,5.6,0.1,-0.1
4.8,2.2,aug,wed,68.2,21.2,87.2,0.7,15.3,40.0,2.7,0.2,-0.1
7.8,8.9,nov,wed,93.0,133.3,699.6,9.0,21.9,35.0,1.7,0.1,2.7
6.9,8.6,nov,tue,86.9,15.6,48.3,3.9,12.4,53.1,2.2,0.1,6.4
1.5,3.2,oct,sat,91.9,111.8,770.3,6.5,16.0,53.2,2.0,-0.0,3.0
5.5,4.8,oct,wed,90.6,43.7,686.8,6.6,17.7,27.0,4.0,0.1,-0.0
2.3,2.4,jan,tue,96.3,175.5,661.7,16.9,32.5,25.8,3.1,0.0,2.8
5.4,5.6,jan,mon,94.3,146.0,614.7,11.3,25.8,42.2,3.9,-0.1,0.1
7.8,3.0,jan,mon,92.0,99.0,745.5,9.6,17.2,56.9,4.5,0.1,0.1
5.9,4.5,aug,sat,90.5,96.7,750.5,11.4,20.4,55.1,4.9,-0.2,3.8
4.0,2.0,jul,wed,90.1,39.7,86.6,6.0,16.2,28.9,3.0,-0.1,1.7
1.8,8.0,dec,fri,93.4,141.4,713.9,13.9,22.9,44.1,5.5,-0.2,0.0
7.9,7.4,oct,fri,95.9,158.0,633.6,11.5,32.4,27.1,2.0,0.1,0.2
3.8,2.5,sep,sat,91.6,248.3,753.6,6.3,20.3,56.1,2.0,-0.0,-0.1
5.7,8.3,nov,tue,90.2,99.6,631.1,6.3,21.4,32.9,3.1,-0.1,-0.1
3.2,7.2,may,mon,91.7,181.5,613.0,7.7,19.4,61.1,4.9,-0.1,0.2
3.5,8.4,mar,tue,92.3,105.9,758.2,9.7,25.4,26.9,2.6,-0.2,-0.0
4.3,5.4,nov,thu,95.2,131.7,578.8,10.4,20.7,45.0,2.3,0.0,2.3
4.7,7.1,sep,sat,93.6,231.0,715.1,8.4,26.3,33.0,3.6,0.0,-0.1
4.5,5.2,jul,fri,93.1,157.4,666.8,13.6,26.8,25.1,2.9,-0.0,0.7
8.4,6.4,nov,mon,90.8,126.7,686.5,7.0,21.8,39.0,1.8,0.0,0.4
7.3,4.8,may,tue,84.5,27.1,353.4,6.9,4.8,56.9,8.5,-0.0,9.0
4.9,5.6,dec,sat,94.9,222.3,698.5,13.8,27.4,27.1,4.9,0.1,746.3
5.4,4.8,may,sun,90.7,43.7,686.9,6.8,17.7,27.0,4.0,0.0,-0.0
2.6,5.8,may,wed,93.2,145.5,721.3,8.2,30.1,24.0,2.8,-0.2,-0.1
5.8,3.9,may,thu,93.5,85.3,395.1,10.0,27.2,27.8,1.4,-0.0,1.8
2.2,2.8,mar,sat,92.4,96.2,739.3,8.7,19.1,24.2,4.8,0.1,3.7
5.1,3.9,dec,sat,91.7,175.3,700.7,13.9,22.4,53.9,7.6,0.0,2.9
6.0,2.7,mar,tue,92.1,152.6,658.2,14.2,20.1,57.9,4.5,-0.1,9.3
4.8,8.6,apr,sat,91.0,91.4,738.1,7.3,19.0,45.9,2.1,0.2,0.5
3.2,2.3,may,sun,92.6,121.2,674.6,8.6,25.2,27.0,3.9,0.0,1090.7
5.3,3.8,aug,wed,91.8,206.9,672.6,8.2,21.0,54.1,2.3,-0.0,-0.1
3.4,3.1,nov,tue,93.6,102.3,550.1,14.7,22.0,54.1,7.6,-0.1,0.9
5.5,8.4,mar,sun,92.5,122.1,789.8,10.1,19.6,39.1,2.7,-0.0,-0.1
8.6,4.6,jul,tue,91.7,108.4,763.9,6.2,20.5,40.9,1.8,0.0,1.6
7.0,2.9,may,mon,94.7,227.0,706.7,11.9,23.2,34.0,3.1,0.1,28.6
2.2,7.9,dec,fri,90.7,43.6,686.9,6.6,14.5,32.9,1.4,0.0,-0.1
2.8,3.9,sep,wed,94.8,222.5,698.5,13.9,26.1,33.9,5.8,-0.0,0.0
2.6,7.1,dec,wed,95.6,100.0,513.2,13.0,23.2,30.9,4.6,0.1,0.5
4.6,7.4,sep,wed,91.1,94.5,744.5,8.2,15.5,57.0,4.8,-0.2,39.4
2.8,5.0,jun,mon,90.8,136.9,822.7,6.8,12.8,39.0,2.8,0.0,2.0
6.4,6.8,sep,tue,95.3,131.6,578.8,10.5,27.6,22.0,3.9,-0.1,0.9
3.2,3.0,may,thu,91.6,100.2,466.2,6.2,22.9,39.9,1.1,0.1,2.7
1.8,2.3,jun,sun,92.1,178.0,605.5,9.6,23.4,40.0,4.0,-0.0,6.3
8.0,7.5,feb,mon,93.6,231.1,715.2,8.4,25.8,32.1,3.1,-0.0,-0.0
5.2,5.9,oct,wed,91.5,129.9,807.0,7.4,15.8,50.8,4.4,0.1,2.1
2.2,7.5,may,tue,90.9,129.5,692.9,7.1,21.6,37.9,2.3,0.1,0.5
5.9,7.7,aug,sun,89.4,51.2,102.2,9.5,11.5,38.9,5.9,-0.1,7.2
4.4,2.4,oct,mon,89.2,51.4,102.2,9.5,11.5,38.9,5.9,-0.0,-0.1
2.0,5.3,nov,sun,18.7,0.9,171.2,0.1,5.2,99.9,1.0,0.0,0.1
5.3,5.9,jan,fri,91.0,91.3,738.1,7.1,19.2,45.9,2.3,0.1,0.4
1.3,2.5,jun,wed,92.6,119.1,783.6,7.8,21.7,26.9,2.3,0.1,0.0
4.6,3.8,jun,wed,90.4,93.2,298.2,7.4,19.1,39.0,5.4,0.1,3.6
8.7,7.8,oct,sat,91.5,130.0,807.2,7.5,16.0,51.1,4.6,-0.2,2.3
2.9,5.0,jun,tue,92.4,88.1,698.5,7.2,17.6,50.9,7.3,0.0,-0.0
1.3,8.8,dec,fri,89.2,51.3,102.2,9.7,5.5,59.0,6.3,-0.2,-0.0
7.7,2.3,nov,wed,93.5,149.3,728.6,8.1,22.9,39.1,4.8,-0.0,48.4
2.0,3.4,mar,sat,90.1,51.1,424.2,6.4,24.6,43.0,1.9,-0.1,1.5
1.8,7.0,apr,sat,92.5,105.8,758.2,9.8,24.8,26.9,2.1,0.1,0.1
7.4,8.6,jul,sun,94.2,122.4,590.0,12.9,15.3,66.0,3.8,-0.1,10.1
8.4,5.5,sep,sun,95.9,158.0,633.6,11.4,32.3,26.9,2.1,-0.2,-0.0
4.9,9.0,jun,wed,91.9,111.8,770.4,6.5,19.4,44.9,3.1,-0.1,20.1
8.5,8.1,mar,wed,92.2,102.1,751.4,8.4,23.4,27.1,4.0,0.0,3.4
2.4,3.4,oct,sun,91.5,30.7,74.3,7.5,18.2,28.9,3.2,0.1,0.1
6.7,5.8,aug,thu,93.5,149.2,728.6,8.1,23.0,39.0,4.9,-0.2,48.7
5.4,2.1,mar,wed,88.5,91.8,709.7,7.2,12.4,73.0,6.4,0.1,30.3
2.4,7.0,feb,sun,90.9,163.3,744.3,10.2,26.7,34.9,1.9,0.0,5.8
7.2,5.4,may,fri,91.9,170.8,692.4,13.7,20.8,58.8,1.0,-0.1,-0.1
4.2,2.0,sep,tue,79.6,3.1,106.8,1.1,11.9,31.0,4.7,-0.0,0.0
2.5,3.3,jan,thu,92.2,111.1,654.2,9.8,20.4,42.1,4.8,-0.0,0.0
7.3,4.2,oct,sat,90.7,126.6,686.5,7.0,14.6,70.1,3.6,0.0,0.0
1.3,3.6,jun,sun,91.5,142.3,601.4,10.7,11.6,87.0,4.4,-0.1,0.1
2.9,4.2,jul,mon,86.2,27.4,97.0,5.1,9.2,43.9,4.5,-0.1,0.1
1.1,5.7,jul,wed,95.2,141.3,605.7,17.7,20.5,58.0,1.4,0.1,0.0
1.5,6.8,jun,tue,92.0,203.2,664.6,8.2,24.9,42.0,5.3,-0.0,2.4
3.3,5.4,apr,fri,89.3,51.2,102.2,9.6,5.5,58.9,6.4,-0.1,-0.1
3.9,4.0,apr,tue,95.6,100.0,513.4,13.2,23.8,32.1,5.5,0.1,0.7
6.3,7.6,oct,sun,91.8,35.6,80.8,7.8,17.0,27.1,4.9,0.1,28.7
2.8,7.9,sep,sun,90.5,43.7,686.9,6.7,14.6,33.0,1.3,0.0,0.0
8.1,8.2,jul,fri,92.4,117.6,668.0,12.2,19.0,34.0,5.8,0.0,1.5
4.7,8.6,mar,thu,93.1,75.4,466.5,7.8,19.6,36.2,3.1,0.0,-0.1
6.7,8.0,jan,wed,93.7,149.2,728.6,8.1,25.4,36.0,3.5,-0.0,-0.1
5.2,7.4,nov,tue,92.2,102.4,751.5,8.5,19.6,35.0,1.9,-0.1,-0.0
4.3,8.8,jul,mon,92.0,99.0,745.3,9.7,20.6,34.9,4.9,0.1,1.1
7.0,7.6,sep,fri,94.3,131.6,606.9,22.6,19.3,55.0,4.0,-0.0,0.4
6.7,8.6,jan,sun,92.8,118.8,783.6,7.5,16.8,28.0,3.9,-0.1,1.0
6.4,4.3,jul,sat,94.9,108.3,646.9,16.9,24.8,21.8,4.5,-0.1,9.9
2.1,7.9,feb,tue,91.3,124.5,795.3,8.4,21.5,28.0,4.5,0.1,15.7
6.7,7.5,jun,mon,95.1,131.8,578.9,10.4,20.8,45.1,2.2,0.0,2.5
7.6,2.4,dec,sun,91.1,276.3,825.1,7.2,14.4,76.1,7.6,0.1,3.7
4.1,5.0,apr,fri,88.3,25.8,67.6,3.7,14.0,43.0,2.8,0.1,0.1
7.2,8.7,jan,sat,93.6,97.8,541.8,14.4,28.3,31.9,4.0,0.0,8.8
1.8,5.6,feb,sun,84.2,4.7,46.9,2.2,5.2,68.0,1.7,-0.1,-0.0
1.9,6.6,apr,fri,93.6,149.3,728.7,8.0,22.9,39.0,4.8,0.1,48.6
7.2,6.9,dec,thu,84.4,73.4,672.0,3.2,17.9,45.0,3.3,-0.1,0.0
7.3,3.1,jan,sun,90.0,41.5,682.6,8.7,11.1,60.1,5.4,-0.0,0.1
2.4,5.0,may,sun,92.2,102.3,751.5,8.4,21.3,31.9,2.3,-0.2,-0.1
5.6,8.3,nov,sat,93.0,157.3,666.6,13.5,26.9,25.1,3.1,0.0,0.6
1.1,7.3,jan,mon,90.2,97.0,624.2,9.1,20.3,38.8,4.9,0.3,4.5
6.5,6.6,oct,sun,89.4,266.1,803.4,5.7,17.3,53.8,3.0,-0.1,0.1
5.4,8.4,apr,fri,90.6,35.3,669.0,6.6,21.5,23.9,4.5,0.0,-0.1
3.3,3.1,dec,tue,91.2,134.6,817.6,7.1,18.3,30.1,2.8,-0.1,0.1
3.8,5.9,apr,tue,91.8,78.3,724.4,9.1,18.9,35.0,2.6,-0.1,0.2
3.6,3.1,sep,fri,88.1,25.7,67.7,3.7,13.9,43.1,2.7,0.0,-0.2
1.6,5.3,nov,sat,90.4,93.2,298.2,7.6,20.6,25.0,4.7,0.1,0.1
5.0,9.0,feb,sun,88.3,150.3,309.8,6.8,13.3,79.0,3.5,0.0,36.8
6.6,3.4,feb,thu,92.4,96.2,739.4,8.6,19.2,23.9,4.8,-0.1,3.6
4.6,8.6,jun,fri,92.2,99.1,745.1,9.5,17.4,57.1,4.5,-0.2,0.1
1.9,6.7,jul,mon,88.1,25.6,67.6,3.8,15.8,26.9,7.6,0.1,-0.1
7.2,3.1,aug,mon,92.6,119.0,783.4,7.3,16.7,28.0,4.1,-0.2,1.0
6.8,2.5,may,sun,88.0,25.7,67.5,3.8,13.9,43.0,2.6,-0.1,0.0
8.4,3.6,oct,mon,88.1,25.7,67.5,3.7,14.2,43.0,2.8,-0.1,0.0
6.9,6.0,jun,wed,91.5,104.2,475.0,8.9,24.1,32.1,1.7,0.2,0.1
3.5,3.3,jun,fri,91.5,112.4,573.1,8.7,11.1,84.0,7.6,-0.1,3.2
8.0,3.5,jul,sat,91.7,35.7,81.0,7.8,17.0,27.0,4.9,-0.1,28.8
8.1,6.0,oct,sat,90.1,39.7,86.4,6.3,13.3,40.1,5.3,0.2,0.9
8.2,8.0,may,thu,91.7,108.3,763.9,6.3,9.8,86.0,1.9,0.2,0.1
7.4,2.4,oct,wed,96.1,127.2,570.5,16.7,23.5,33.0,4.5,0.1,2.4
1.8,2.5,aug,wed,91.6,36.0,80.8,7.7,17.6,23.9,5.5,-0.1,-0.0
8.9,2.7,feb,thu,92.0,99.1,745.3,9.6,20.6,42.9,3.6,-0.2,2.0
7.0,2.6,feb,fri,88.3,55.1,732.2,11.6,15.2,64.0,3.0,-0.1,0.4
1.4,7.9,may,wed,91.5,130.0,807.0,7.5,12.3,66.0,5.0,0.1,6.2
4.2,4.1,sep,wed,95.4,131.9,578.8,10.5,20.9,44.9,2.4,0.0,2.7
8.7,5.7,oct,fri,92.1,99.0,745.5,9.6,20.7,34.9,4.8,0.1,13.2
4.1,5.8,mar,fri,91.2,48.3,97.8,12.6,11.6,33.1,4.1,-0.1,8.4
6.1,8.8,jan,tue,95.3,217.6,690.0,18.0,31.0,18.9,4.3,-0.1,0.0
1.3,6.1,aug,mon,92.2,88.9,495.6,8.3,24.2,27.0,3.1,0.1,-0.1
7.6,4.6,jun,wed,89.4,51.3,102.4,9.6,10.6,45.9,4.7,-0.1,0.2
6.3,5.1,apr,sun,94.2,85.0,692.5,16.0,25.3,24.0,3.5,-0.2,-0.0
1.5,3.7,jul,wed,91.5,248.2,753.8,6.5,20.5,55.8,2.1,-0.1,-0.0
4.8,4.0,may,sun,93.4,15.0,25.5,11.4,15.2,18.9,7.7,0.0,0.0
2.5,4.8,jan,sun,88.0,55.2,732.3,11.8,15.3,63.9,3.1,-0.1,0.5
8.2,5.8,may,thu,92.1,207.1,672.5,8.1,26.7,34.9,1.4,-0.1,0.6
8.2,2.9,dec,thu,90.2,99.7,631.1,6.2,17.8,44.0,2.3,0.1,0.0
8.4,3.0,sep,tue,92.2,99.0,745.4,9.8,20.9,35.0,5.0,0.1,13.1
5.1,6.9,jun,sun,94.4,117.2,581.1,10.9,21.4,44.0,2.6,-0.1,0.7
6.4,7.8,jul,sun,92.3,88.6,440.9,8.5,17.3,67.1,3.4,-0.0,6.6
3.1,6.9,apr,fri,88.3,150.5,309.8,6.6,13.5,79.1,3.5,0.0,36.9
8.1,4.1,jul,sun,94.2,85.0,692.3,15.9,26.0,24.2,4.2,-0.0,0.0
7.7,8.7,jan,fri,89.7,89.8,704.5,5.0,22.8,39.0,3.6,0.1,-0.0
1.7,6.4,may,thu,90.9,129.5,692.5,6.9,18.5,43.1,2.5,0.0,103.3
8.5,3.1,jul,sat,91.7,35.7,80.9,7.9,15.0,27.0,5.4,-0.1,-0.1
4.9,8.3,apr,fri,92.4,122.0,789.6,10.2,21.1,39.1,2.3,0.2,8.1
7.4,8.8,jan,mon,87.5,52.2,103.8,4.9,10.9,46.0,5.8,-0.2,36.9
3.8,4.3,sep,wed,93.3,17.2,28.3,10.0,8.9,34.8,8.1,-0.1,-0.1
7.3,5.5,aug,mon,91.9,111.5,770.3,6.7,21.1,35.0,2.7,-0.0,5.8
5.2,4.8,jul,fri,92.1,102.3,751.7,8.3,24.4,26.8,3.2,0.1,0.1
3.0,2.8,jul,wed,87.2,15.1,36.9,7.1,10.1,45.0,5.7,0.1,3.1
6.2,2.7,aug,wed,93.7,231.0,715.0,8.4,26.4,33.0,3.6,0.0,0.1
4.3,3.7,mar,fri,91.4,248.5,753.5,6.3,16.9,56.0,3.1,-0.0,0.0
8.8,5.9,nov,wed,91.1,129.5,692.7,7.1,18.6,43.2,3.0,0.0,103.4
6.1,5.4,jun,sat,88.3,150.3,310.0,6.7,13.3,79.1,3.4,-0.1,37.0
3.8,6.0,apr,thu,84.6,3.1,43.8,3.3,8.3,53.0,9.4,0.1,4.7
3.8,5.2,apr,wed,91.6,108.3,764.0,6.0,18.0,51.0,5.3,-0.0,-0.1
3.9,3.0,jun,wed,93.2,141.1,713.9,14.0,18.4,49.1,3.7,-0.1,35.8
1.2,5.5,jan,sun,90.5,35.3,669.0,6.7,21.6,24.3,4.6,-0.0,-0.0
8.6,3.2,sep,sun,85.4,25.4,349.7,2.6,4.6,21.0,8.6,0.2,10.6
3.3,4.2,jun,tue,93.9,135.5,586.6,14.9,23.6,36.0,5.4,-0.0,10.1
4.3,8.2,jun,mon,94.7,130.2,587.2,14.2,31.0,27.0,5.3,-0.1,0.0
4.3,9.0,feb,sat,83.1,23.1,85.3,2.3,16.6,20.1,3.3,-0.1,0.2
8.1,2.2,nov,sun,90.7,136.8,822.7,6.9,12.8,38.9,2.7,-0.0,2.2
1.1,8.5,sep,wed,95.2,131.8,578.8,10.4,24.2,28.1,2.7,0.1,8.7
1.9,5.4,apr,mon,91.6,35.7,80.8,7.7,15.0,27.0,5.3,0.0,0.1
1.3,3.6,jan,sun,93.4,49.4,297.5,14.0,28.0,34.0,4.5,-0.1,8.2
6.6,2.6,mar,mon,91.6,78.3,724.2,9.2,19.1,38.0,2.7,-0.2,0.1
4.9,4.6,aug,sat,90.4,61.2,252.7,9.5,24.5,49.9,3.2,0.0,70.4
4.6,2.6,mar,thu,93.2,75.3,466.7,7.8,19.6,36.0,3.2,-0.0,0.2
4.6,3.9,jun,sat,93.8,80.9,685.4,17.8,23.0,25.9,4.9,0.2,23.5
8.4,6.5,aug,tue,89.6,84.1,714.3,5.7,18.9,51.9,2.3,-0.1,0.1
2.9,6.3,mar,sun,92.0,152.6,658.1,14.4,19.1,52.9,2.7,0.1,4.3
3.0,6.4,jan,mon,85.2,5.0,15.9,6.2,7.5,46.0,7.9,0.1,24.1
5.4,2.3,jun,wed,91.8,48.5,696.0,11.1,16.1,43.8,4.1,0.0,49.2
2.8,4.6,nov,mon,93.6,101.3,459.0,11.8,19.3,39.1,7.0,0.0,7.6
6.9,8.7,jan,mon,91.4,273.9,819.2,7.7,15.4,71.9,8.0,-0.1,2.0
6.1,5.1,jan,thu,92.4,88.9,495.7,8.6,24.1,27.1,3.2,0.1,0.1
6.6,2.8,mar,thu,93.5,145.3,721.3,8.1,30.3,23.9,2.6,0.0,-0.0
5.2,6.4,jan,thu,88.5,69.7,706.7,5.7,20.4,37.0,1.8,0.1,-0.1
2.8,5.9,apr,fri,90.3,108.2,529.7,12.4,14.7,66.0,2.7,0.0,0.0
4.2,4.0,oct,thu,93.8,231.3,715.1,8.4,19.0,64.0,4.9,0.0,3.4
5.3,4.9,oct,thu,93.2,114.5,560.0,9.3,30.2,22.0,4.8,-0.0,0.1
6.4,8.5,jan,fri,91.5,181.4,613.0,7.5,24.6,43.9,4.0,-0.0,3.0
6.9,4.1,sep,fri,85.2,5.0,15.4,6.4,7.7,46.0,7.9,0.1,24.5
5.6,8.1,jul,mon,94.4,145.9,614.7,11.2,25.7,42.0,4.1,0.1,-0.1
5.5,6.1,jul,mon,91.3,142.3,601.3,10.4,11.8,87.0,4.6,-0.0,-0.1
1.3,6.4,aug,tue,90.5,96.9,750.6,11.2,20.4,55.0,4.9,-0.1,3.8
4.2,6.8,aug,mon,95.0,141.3,605.8,17.9,19.4,71.2,7.5,0.1,46.7
8.1,7.0,jun,thu,90.6,43.7,686.7,6.6,17.8,27.1,4.1,-0.0,-0.2
1.6,4.3,jul,mon,92.2,152.5,658.3,14.2,21.8,56.1,2.9,0.2,0.7
2.7,7.9,oct,mon,93.4,145.3,721.3,8.1,28.5,27.1,2.2,-0.2,1.3
5.5,8.9,may,thu,93.3,141.3,714.0,13.9,27.6,29.8,1.4,0.1,-0.1
5.8,4.1,oct,sat,92.7,46.3,691.9,9.1,15.5,34.9,0.9,0.0,0.0
3.7,4.6,nov,sun,92.1,111.1,654.2,9.7,16.6,47.1,1.0,-0.0,0.0
3.8,8.7,apr,wed,91.8,78.6,724.3,9.2,19.1,38.3,2.7,0.0,0.0
5.3,3.6,oct,wed,93.6,231.2,715.2,8.3,18.9,64.1,4.9,0.0,3.2
5.7,8.3,feb,sat,90.8,194.2,642.8,6.9,16.1,63.0,2.5,-0.2,16.3
6.3,2.6,jun,sat,91.0,91.3,738.1,7.3,19.1,46.0,2.3,-0.1,0.2
6.1,3.4,jan,mon,91.0,129.4,692.5,7.0,18.3,40.0,2.7,0.1,0.1
7.1,5.7,jul,wed,91.1,94.1,232.2,7.2,19.1,38.2,4.4,0.1,-0.1
5.5,5.3,jan,tue,92.0,111.2,654.1,9.5,16.6,47.0,1.1,0.1,0.1
7.3,2.8,apr,thu,91.4,238.4,730.6,7.7,17.7,65.0,4.0,0.1,-0.1
5.7,8.6,nov,fri,90.5,96.7,750.4,11.3,20.6,55.0,5.4,0.1,24.5
1.7,9.0,mar,sun,91.0,166.8,752.7,7.0,18.4,73.1,8.6,-0.2,0.2
2.7,2.3,mar,sat,94.0,117.2,581.1,11.2,23.9,40.9,2.4,-0.0,8.3
6.0,6.5,jul,wed,95.2,131.6,578.8,10.4,20.4,40.9,4.0,0.1,1.7
4.4,5.5,jul,sun,90.5,50.1,100.5,7.9,15.3,31.1,8.5,0.1,2.0
3.5,3.5,jul,thu,92.2,152.7,657.9,14.4,21.9,56.0,3.3,-0.0,0.5
8.6,3.5,dec,sat,95.9,152.2,624.0,13.8,32.5,21.0,4.4,0.0,-0.2
4.7,5.0,jan,thu,91.0,129.4,692.7,7.0,20.6,37.0,2.0,0.0,17.2
8.8,5.9,may,thu,86.7,13.3,43.1,5.3,12.3,51.0,1.1,-0.1,-0.1
1.2,2.4,sep,sun,91.8,181.2,613.1,7.7,24.5,44.0,4.1,0.0,3.3
3.8,4.0,jul,thu,92.3,105.7,758.0,9.9,16.0,45.0,1.9,0.0,0.1
4.0,3.1,dec,thu,92.3,118.0,668.0,12.1,19.0,33.9,5.8,-0.1,-0.0
1.3,2.5,jan,sun,91.1,129.4,692.6,7.1,13.7,59.1,6.4,-0.1,11.3
2.6,4.1,jun,tue,90.4,96.7,750.5,11.4,20.7,55.0,5.5,-0.0,24.5
3.9,4.6,may,sat,92.1,99.0,745.4,9.5,17.5,57.0,4.7,0.0,0.1
2.8,4.2,sep,wed,93.6,231.1,715.1,8.2,22.0,42.0,2.2,0.1,174.5
5.2,8.9,oct,sat,90.2,51.1,424.1,6.2,24.7,42.9,1.8,0.1,1.4
4.7,5.5,oct,sun,92.9,137.0,706.3,9.3,22.2,33.8,1.9,0.0,14.6
6.0,5.2,sep,wed,91.8,248.5,753.9,6.3,16.8,56.1,3.1,-0.0,-0.0
6.3,7.3,dec,tue,92.0,152.8,658.1,14.3,20.2,46.9,4.1,-0.1,3.1
5.9,5.3,nov,thu,91.3,142.4,601.4,10.5,19.4,41.0,5.8,0.0,196.6
7.2,6.2,jan,thu,95.8,181.1,671.4,14.3,21.6,64.9,4.8,0.9,0.1
5.7,4.0,oct,tue,91.8,35.8,80.8,7.9,11.6,30.1,6.2,0.0,0.0
6.4,2.1,jan,fri,91.8,181.1,612.8,7.4,20.9,50.0,2.2,-0.1,16.0
8.0,4.7,aug,thu,91.4,130.2,806.9,7.4,15.8,51.0,4.5,0.1,2.1
5.2,5.7,jan,mon,84.0,4.7,46.6,2.1,5.0,68.0,1.5,-0.0,-0.1
2.1,7.5,sep,sun,90.3,99.6,631.1,6.2,21.0,33.0,2.7,0.1,-0.0
7.4,7.0,dec,sun,94.2,85.1,692.3,16.0,17.7,37.0,3.6,-0.0,-0.2
2.3,7.0,sep,sun,84.3,27.2,353.5,7.1,4.7,57.0,8.5,0.0,9.1
8.6,7.6,aug,tue,92.8,119.1,783.5,7.5,21.6,27.9,6.2,0.0,4.3
7.1,7.9,may,wed,91.6,108.5,764.0,6.3,23.0,34.1,2.1,-0.3,56.1
1.9,2.3,aug,tue,92.0,111.7,770.4,6.5,19.5,45.1,3.0,0.0,20.0
6.6,4.4,jul,fri,96.0,163.9,643.1,13.9,30.8,29.9,5.0,0.1,8.6
4.9,6.5,jan,tue,84.9,18.2,55.0,3.0,5.3,69.9,4.4,-0.1,2.1
5.3,3.1,jul,tue,92.5,88.1,698.6,6.9,17.9,51.0,7.1,0.0,0.0
7.0,6.0,mar,fri,90.4,93.3,298.0,7.4,20.6,25.0,5.0,0.0,-0.0
4.4,3.1,aug,mon,88.8,147.1,614.5,8.9,14.6,66.0,5.5,0.0,0.1
5.7,3.2,apr,sun,93.7,231.0,715.0,8.2,26.8,31.0,3.7,-0.1,5.0
1.5,3.0,aug,sun,91.0,91.4,738.1,7.2,20.8,46.2,2.8,0.1,30.2
2.0,5.0,nov,thu,87.5,52.4,103.8,5.0,11.0,45.9,5.8,0.1,27.4
1.6,3.4,jan,sat,92.9,137.0,706.2,9.3,22.4,34.0,2.1,0.1,0.1
2.1,4.2,apr,fri,93.4,49.6,297.7,13.8,28.1,34.1,4.4,0.1,8.3
4.8,2.8,oct,sun,94.3,85.1,692.3,15.8,25.9,24.0,4.0,0.0,-0.0
2.5,4.2,sep,sat,91.2,276.4,825.3,7.0,14.6,76.0,7.6,0.1,3.9
5.7,3.0,nov,mon,92.4,105.8,758.2,10.1,24.9,26.9,2.4,0.1,-0.0
2.4,5.1,feb,thu,92.9,137.0,706.5,9.1,21.5,15.1,1.0,-0.1,0.1
8.2,8.2,dec,wed,91.7,35.9,80.8,7.7,17.4,23.8,5.5,0.1,0.2
8.7,8.0,dec,tue,83.0,23.2,85.3,2.3,16.7,20.0,3.1,-0.0,-0.0
6.4,4.3,oct,wed,90.5,35.3,669.1,6.8,18.0,32.9,0.9,0.0,-0.0
5.4,7.8,sep,wed,90.0,82.9,735.7,6.3,15.5,57.1,4.6,-0.1,37.9
4.7,3.0,dec,tue,88.1,25.8,67.7,3.9,15.6,26.9,6.4,0.1,-0.1
7.3,4.0,feb,sun,95.1,108.2,647.0,17.1,20.1,40.0,4.0,-0.2,-0.0
6.1,7.4,jan,sun,92.9,133.2,699.4,9.1,24.1,24.9,4.1,0.2,9.4
8.5,6.0,oct,wed,84.9,18.1,55.2,2.9,5.2,70.0,4.4,0.0,2.4
4.8,6.9,jul,tue,91.7,35.8,80.9,8.0,17.5,24.9,4.8,-0.1,0.1
5.2,5.8,apr,wed,91.4,145.4,608.1,10.6,17.1,43.1,5.3,-0.1,-0.1
7.4,5.3,jul,thu,90.0,107.9,529.8,12.6,21.2,51.3,9.0,0.0,0.7
8.1,5.8,apr,wed,85.9,19.5,57.4,2.8,12.9,51.7,6.2,0.1,-0.0
7.7,4.7,mar,tue,92.1,207.0,672.4,8.3,27.8,33.0,2.1,-0.1,2.4
8.7,2.2,feb,tue,85.1,28.0,113.8,3.4,11.3,94.0,4.9,-0.0,-0.1
8.9,8.4,jan,sat,92.4,96.2,739.3,8.6,18.7,23.9,5.6,-0.2,0.0
6.9,7.7,nov,wed,91.1,129.7,692.7,7.0,13.0,62.9,5.3,-0.1,0.3
2.3,9.0,nov,fri,91.8,33.3,77.6,9.0,15.5,25.0,6.1,-0.0,0.0
8.6,2.9,apr,sat,92.6,121.9,789.5,10.2,19.6,39.0,2.7,-0.1,-0.1
5.0,2.4,nov,mon,87.6,52.1,103.7,5.0,11.1,46.1,5.7,-0.0,36.9
2.2,7.4,jul,wed,94.7,222.7,698.7,13.9,27.5,26.9,4.9,-0.1,746.3
